handle,title,tag_count,flagged,near_duplicate_groups,all_tags
englander-everest-luxury-extra-firm-box-top-14-mattress,"Englander Everest Luxury Extra Firm Euro Top 14"" Mattress",43,yes,Brand_Englander | Englander  ;;  Extra Firm | Extra Firm California King Size Mattresses | Extra Firm Full Size Mattresses | Extra Firm Innerspring Mattresses | Extra Firm King Size Mattresses | Extra Firm Mattresses | Extra Firm Memory Foam Mattresses | Extra Firm Queen Innerspring Mattresses | Extra Firm Queen Size Mattresses | Extra Firm Twin Size Mattresses | Extra Firm Twin XL Size Mattresses  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam  ;;  Hybrid | Hybrid Mattresses | King Hybrid Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Extra Firm, Extra Firm California King Size Mattresses, Extra Firm Full Size Mattresses, Extra Firm Innerspring Mattresses, Extra Firm King Size Mattresses, Extra Firm Mattresses, Extra Firm Memory Foam Mattresses, Extra Firm Queen Innerspring Mattresses, Extra Firm Queen Size Mattresses, Extra Firm Twin Size Mattresses, Extra Firm Twin XL Size Mattresses, Feature_Adjustable Friendly, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Hybrid, Hybrid Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Memory Foam, natural latex, Non-Toxic, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil"
englander-everest-luxury-plush-box-top-mattress,"Englander Everest Luxury Plush Euro Top 14"" Mattress",50,yes,Brand_Englander | Englander  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Medium Full Size Mattresses | Plush Full Size Mattresses | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses | Plush Hybrid Mattresses  ;;  Medium | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Memory Foam | Type_Memory Foam  ;;  Plush | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Full Size Mattress Sale, height-12-14, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, natural latex, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Hybrid Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil"
englander-allendale-luxury-plush-box-top-17-mattress,"Englander Allendale Luxury Ultra Plush Box Top 17"" Mattress",44,yes,Brand_Englander | Englander  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Medium Full Size Mattresses | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam | Ultra Plush Memory Foam Mattresses  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses  ;;  Medium | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Full Size Mattress Sale, Gel Memory Foam, height-14plus, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, natural latex, Non-Toxic, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil, Ultra Plush Mattresses, Ultra Plush Memory Foam Mattresses"
englander-allendale-luxury-firm-box-top-17-mattress,"Englander Allendale Luxury Firm Box Top 17"" Mattress",47,yes,Brand_Englander | Englander  ;;  Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Medium Full Size Mattresses | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses  ;;  Medium | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Size Mattress, Firm Twin Size Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-14plus, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, natural latex, Non-Toxic, Queen Size Mattress Sale, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil"
englander-oconner-luxury-ultra-plush-box-top-mattress,"Englander O'Conner Luxury Plush Box Top 16.5"" Mattress",51,yes,Brand_Englander | Englander  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Medium Full Size Mattresses | Plush Full Size Mattresses | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses  ;;  Medium | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Plush | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Full Size Mattress Sale, Gel Memory Foam, height-14plus, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, natural latex, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil"
englander-oconner-luxury-firm-mattress,"Englander O'Conner Luxury Firm Euro Top 16.5"" Mattress",50,yes,Brand_Englander | Englander  ;;  Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Memory Foam | Firm Queen Innerspring Mattresses | Firm Queen Size Mattress | Firm Twin Innerspring Mattresses | Firm Twin Size Mattresses  ;;  Full Size Mattress Sale | mattress | Mattress Sale | Medium Full Size Mattresses | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses  ;;  Medium | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, best selling, Brand_Englander, CertiPUR-US, Englander, Feature_Adjustable Friendly, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Memory Foam, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-14plus, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, natural latex, Non-Toxic, Queen Size Mattress Sale, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Size Mattress Sale, Type_CopperGel, Type_Latex, Type_Memory Foam, Type_Pocketed Coil"
helix-sleep-core-collection-midnight-medium-11-5-mattress,"Helix Sleep Core Collection Midnight Medium 11.5"" Mattress",25,yes,Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  mattress | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Mattresses | Medium Memory Foam Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses,"All, height-10-12, Helix Sleep, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, mattress, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, memorial-day, Size_CA King, Size_King, Size_Queen, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses"
helix-sleep-core-collection-midnight-luxe-medium-13-5-mattress,"Helix Sleep Luxe Collection Midnight Luxe Medium 13.5"" Mattress",32,yes,Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  mattress | Mattress Sale | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Mattresses | Medium Memory Foam Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Queen Size Mattress Sale  ;;  Size_Twin | Size_Twin XL,"All, height-12-14, Helix Sleep, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, memorial-day, Non-Toxic, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses"
helix-sleep-core-collection-twilight-firm-11-5-mattress,"Helix Sleep Core Collection Twilight Firm 11.5"" Mattress",16,yes,Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Memory Foam | Firm Queen Size Mattress | Firm Twin Size Mattresses,"All, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Memory Foam, Firm Queen Size Mattress, Firm Twin Size Mattresses, height-10-12, Helix Sleep, mattress, memorial-day, Size_CA King, Size_King, Size_Queen, Size_Twin XL"
helix-sleep-luxe-collection-twilight-luxe-medium-13-5-mattress,"Helix Sleep Luxe Collection Twilight Luxe Firm 13.5"" Mattress",19,yes,Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Size Mattress, Firm Twin Size Mattresses, height-12-14, Helix Sleep, made in usa, mattress, Non-Toxic, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL"
helix-luxe-collection-twilight-elite-mattress,"Helix Sleep Elite Collection Twilight Elite Luxury Firm 15"" Mattress",35,yes,Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Queen Size Mattress | Firm Twin Size Mattresses  ;;  Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  mattress | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Mattresses | Medium Memory Foam Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Queen Size Mattress, Firm Twin Size Mattresses, height-14plus, Helix Sleep, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Non-Toxic, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses"
helix-sleep-elite-collection-midnight-elite-luxury-plush-15-mattress,"Helix Sleep Elite Collection Midnight Elite Luxury Plush 15"" Mattress",38,yes,Hybrid | Hybrid Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | Medium California King Hybrid Mattresses | Medium Hybrid Mattresses | Plush Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  mattress | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Mattresses | Medium Memory Foam Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Plush California King Size Mattresses | Plush Full Size Mattresses | Plush King Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, height-14plus, Helix Sleep, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Hybrid Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses"
