handle,title,tag_count,flagged,near_duplicate_groups,all_tags
tempur-pedic-mattress-clearance-tempur-proadapt-medium-12,"Queen Tempur-Pedic TEMPUR-ProAdapt® Medium 12"" Discontinued Floor Sample Clearance Mattress",18,yes,Brand_Tempur-Pedic | Tempur  ;;  Foam Mattress | mattress | Medium Memory Foam Mattresses | Memory Foam Mattresses  ;;  Medium | Medium Mattresses | Medium Queen Size Mattresses  ;;  Memory Foam Queen Mattresses | Tempur-Pedic Queen Size Mattresses,"All, best selling, Brand_Tempur-Pedic, clearance, Foam Mattress, height-10-12, mattress, Medium, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Memory Foam Mattresses, Memory Foam Queen Mattresses, Side, Size_Queen, Tempur, Tempur-Pedic Queen Size Mattresses, Type_Memory Foam"
diamond-technogel-melodia-medium-firm,"Diamond Technogel® Technology Melodia 14"" Medium Firm Hybrid Mattress",41,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond Hybrid Mattresses | Diamond Innerspring Mattresses | Diamond King Innerspring Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Hybrid Queen Size Mattresses | King Hybrid Mattresses | mattress | Medium California King Hybrid Mattresses | Medium Diamond Mattresses | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Hybrid Mattresses | Medium Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Medium | Medium Mattresses | Medium Twin Foam Mattresses  ;;  Size_Split CA king | Size_Split King,"All, Brand_Diamond, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond Hybrid Mattresses, Diamond Innerspring Mattresses, Diamond King Innerspring Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, height-12-14, Hybrid Mattresses, Hybrid Queen Size Mattresses, King Hybrid Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Diamond Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Foam Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, rating-5, Side, Size_CA King, Size_King, Size_Queen, Size_Split CA king, Size_Split King, Size_Twin XL, Twin XL Hybrid Mattresses"
diamond-technogel-technology-estasii-medium-foam-mattress-12,"Queen Diamond Technogel® Technology Estasii 3.0 12"" Plush Foam Floor Sample Clearance Mattress",20,yes,Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | mattress  ;;  Foam Mattress | Plush Queen Memory Foam Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale  ;;  Medium | Medium Mattresses,"All, Brand_Diamond, clearance, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Foam Mattress, Gel Grid, height-10-12, made in usa, mattress, Mattress Sale, Medium, Medium Mattresses, Plush Queen Memory Foam Mattresses, Queen Size Mattress Sale, rating-5, Size_Queen, Technogel, type_cool"
southerland-inmotion-b26-adjustable-base,Southerland InMotion B26 Adjustable Bed Base,11,yes,Size_Split CA king | Size_Split King  ;;  Size_Twin | Size_Twin XL,"adjustable_bed, All, made in usa, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Split CA king, Size_Split King, Size_Twin, Size_Twin XL"
diamond-technogel-technology-armonia-foam-mattress-11,"Diamond Technogel® Technology Armonia 11"" Firm Foam Mattress",30,yes,Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | mattress | Plush King Mattresses | Plush Twin XL Size Mattresses  ;;  Foam Mattress | Plush Queen Memory Foam Mattresses | Plush Twin XL Memory Foam Mattresses  ;;  Size_Split CA king | Size_Split King,"All, Back and Stomach, Brand_Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Foam Mattress, Gel Grid, height-10-12, made in usa, mattress, Mattress Sale, Plush King Mattresses, Plush Queen Memory Foam Mattresses, Plush Twin XL Memory Foam Mattresses, Plush Twin XL Size Mattresses, rating-5, Size_CA King, Size_King, Size_Queen, Size_Split CA king, Size_Split King, Size_Twin XL, Technogel, type_cool"
ergo-pedic-adjustable-base-clearance-wired-expression,Ergo-Pedic Wired Expression Power Base Discontinued Clearance,3,no,,"adjustable_bed, Brand_ErgoPedic, Size_King"
queen-rize-clarity-ii-13-floor-model-clearance-adjustable-base,"Rize® Clarity II 13"" Adjustable Base Floor Sample Clearance",5,no,,"adjustable_bed, Brand_Rize, Charcoal, Size_CA King, Size_Queen"
tempur-pedic-tempur-luxeadapt-13-medium-hybrid-mattress,"Tempur-Pedic TEMPUR-LuxeAdapt® 13"" Medium Hybrid Mattress",45,yes,Brand_Tempur-Pedic | Tempur  ;;  California King Innerspring Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Medium California King Hybrid Mattresses | Tempur-Pedic California King Size Mattresses | Tempur-Pedic King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Firm Queen Memory Foam Mattresses | Foam Mattress | Full Memory Foam Mattresses | Hybrid Queen Size Mattresses | Memory Foam Mattresses | Memory Foam Queen Mattresses | Memory Foam Twin Size Mattresses | Tempur-Pedic Queen Hybrid Mattresses | Tempur-Pedic Queen Size Mattresses | Twin XL Memory Foam Mattresses  ;;  Hybrid | Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Size_Split CA king | Size_Split King  ;;  Tempur Pedic Full Size Mattresses | Tempur-Pedic Full Bed in a Box Mattresses | Tempur-Pedic Twin Size Mattresses,"best selling, Brand_Tempur-Pedic, California King Innerspring Mattresses, Firm Queen Memory Foam Mattresses, Foam Mattress, Full Innerspring Mattresses, Full Memory Foam Mattresses, height-12-14, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, mattress, Medium California King Hybrid Mattresses, Medium Hybrid Mattresses, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, rating-5, Size_CA King, Size_King, Size_Queen, Size_Split CA king, Size_Split King, Size_Twin XL, Tempur, Tempur Pedic Full Size Mattresses, Tempur-Pedic California King Size Mattresses, Tempur-Pedic Full Bed in a Box Mattresses, Tempur-Pedic King Size Mattresses, Tempur-Pedic Queen Hybrid Mattresses, Tempur-Pedic Queen Size Mattresses, Tempur-Pedic Twin Size Mattresses, Tempur-Pedic Twin XL Mattresses, Twin Hybrid Mattresses, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, type_cool, Type_Memory Foam"
spring-air-tradition-collection-vang-gogh-pillow-top-mattress,"Spring Air Tradition Collection Van Gogh 16"" Pillow Top Mattress",18,yes,Comfort_Pillow Top | Pillow Top  ;;  mattress | Plush Innerspring Mattresses | Plush Mattresses | Plush Queen Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Brand_Spring Air, Comfort_Pillow Top, height-14plus, made in usa, mattress, Non-Toxic, Pillow Top, Plush, Plush Innerspring Mattresses, Plush Mattresses, Plush Queen Mattresses, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL"
ca-recycling-fee,CA Mattress Recycling Fee (Add-On),1,no,,mws_fee_generated
eclipse-glacier-tufted-plush-euro-top-mattress,"Eclipse Ice Tufted Plush Euro Top 15"" Mattress",21,yes,Full Innerspring Mattresses | Innerspring Queen Size Mattresses | mattress | Medium Full Size Mattresses  ;;  Medium | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Medium Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Full Innerspring Mattresses, Full Size Mattress Sale, height-14plus, Innerspring Queen Size Mattresses, made in usa, mattress, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL"
eclipse-glacier-tufted-firm-euro-top-15-mattress,"Eclipse Ice Tufted Firm Euro Top 15"" Mattress",22,yes,Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Memory Foam | Firm Queen Innerspring Mattresses | Firm Queen Size Mattress | Firm Twin Innerspring Mattresses | Firm Twin Size Mattresses  ;;  Full Innerspring Mattresses | Innerspring Queen Size Mattresses | mattress  ;;  Size_Twin | Size_Twin XL,"All, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Memory Foam, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Full Innerspring Mattresses, Full Size Mattress Sale, height-14plus, Innerspring Queen Size Mattresses, made in usa, mattress, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL"
eastman-house-avalon-late-firm,"Eastman House Avalon Latex Hybrid Firm 13"" Mattress",31,yes,Firm | Firm Full Size Mattresses | Firm King Size Mattresses | Firm Mattresses | Firm Memory Foam | Firm Queen Innerspring Mattresses | Firm Queen Size Mattress | Firm Twin Innerspring Mattresses | Firm Twin Size Mattresses  ;;  Hybrid Mattresses | Hybrid Queen Size Mattresses | mattress  ;;  Size_Twin | Size_Twin XL,"All, Back and Stomach, Brand_Eastman House, CertiPUR-US, Firm, Firm Full Size Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Memory Foam, Firm Queen Innerspring Mattresses, Firm Queen Size Mattress, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, height-12-14, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, made in usa, mattress, Mattress Sale, natural latex, Non-Toxic, rating-4plus, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Type_Latex, Type_Pocketed Coil"
eastman-house-avalon-latex-hybrid-plush-14-mattress,"Eastman House Avalon Latex Hybrid Plush 15.5"" Mattress",30,yes,Hybrid Mattresses | Hybrid Queen Size Mattresses | mattress | Plush Hybrid Mattresses  ;;  Innerspring Mattresses | Plush Innerspring Mattresses  ;;  Plush | Plush California King Size Mattresses | Plush Full Size Mattresses | Plush King Mattresses | Plush Mattresses | Plush Queen Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Brand_Eastman House, CertiPUR-US, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, made in usa, mattress, Mattress Sale, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Hybrid Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Queen Mattresses, Plush Twin Size Mattresses, Plush Twin XL Size Mattresses, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Type_Pocketed Coil"
eastman-house-avalon-latex-hybrid-ultra-pillow-top-15-5-mattress,"Eastman House Avalon Latex Hybrid Ultra Pillow Top 16.5"" Mattress",44,yes,Comfort_Pillow Top | Pillow Top  ;;  Eastman House Full Size Mattresses | Eastman House Hybrid Mattresses | Eastman House Innerspring Mattresses | Eastman House King Size Mattresses | Eastman House Mattress Sale | Eastman House Mattresses | Eastman House Memory Foam Mattresses | Eastman House Queen Memory Foam Mattresses | Eastman House Queen Size Mattresses | Eastman House Twin Size Mattress Sale | Hybrid Queen Size Mattresses | mattress | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses  ;;  Hybrid Mattresses | Medium California King Hybrid Mattresses | Medium Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale  ;;  Medium | Medium Mattresses | Medium Memory Foam Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Brand_Eastman House, CertiPUR-US, Comfort_Pillow Top, Eastman House Full Size Mattresses, Eastman House Hybrid Mattresses, Eastman House Innerspring Mattresses, Eastman House King Size Mattresses, Eastman House Mattress Sale, Eastman House Mattresses, Eastman House Memory Foam Mattresses, Eastman House Queen Memory Foam Mattresses, Eastman House Queen Size Mattresses, Eastman House Twin Size Mattress Sale, height-14plus, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Non-Toxic, Pillow Top, Plush, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Type_Pocketed Coil"
diamond-dreamstage-2-0-collection-clarity-firm-cool-copper-gel-memory-foam-13-mattress,"Diamond Dreamstage 2.0 Collection Clarity Firm Cool Copper Gel Memory Foam 13"" Mattress",61,yes,Bed in a Box California King Size Mattresses | Bed in a Box Twin Size Mattresses | Brand_Bed In A Box | Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Firm Bed in a Box Mattresses | Firm Chattam and Wells King Memory Foam Mattresses | Firm Full Size Mattresses | Firm King Memory Foam Mattresses | Firm King Size Mattresses | Firm Twin Size Mattresses | Full Bed in a Box Mattresses | King Bed in a Box Mattresses | King Memory Foam Mattresses | mattress | Memory Foam Twin Size Mattresses | Queen Bed in a Box Mattresses  ;;  Brand_Diamond | Diamond  ;;  Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Firm Diamond Mattresses | Firm Diamond Queen Mattresses  ;;  Firm | Firm Mattresses | Firm Memory Foam | Firm Queen Innerspring Mattresses | Firm Queen Memory Foam Mattresses | Firm Queen Size Mattress | Firm Sealy Queen Memory Foam Mattresses | Firm Twin Innerspring Mattresses  ;;  Foam Mattress | Full Memory Foam Mattresses | Memory Foam Mattresses | Twin XL Memory Foam Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam | Memory Foam Queen Mattresses  ;;  Size_Twin | Size_Twin XL,"Back and Stomach, Bed in a Box California King Size Mattresses, Bed in a Box Twin Size Mattresses, Brand_Bed In A Box, Brand_Diamond, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Firm, Firm Bed in a Box Mattresses, Firm Chattam and Wells King Memory Foam Mattresses, Firm Diamond Mattresses, Firm Diamond Queen Mattresses, Firm Full Size Mattresses, Firm King Memory Foam Mattresses, Firm King Size Mattresses, Firm Mattresses, Firm Memory Foam, Firm Queen Innerspring Mattresses, Firm Queen Memory Foam Mattresses, Firm Queen Size Mattress, Firm Sealy Queen Memory Foam Mattresses, Firm Twin Innerspring Mattresses, Firm Twin Size Mattresses, Foam Mattress, Full Bed in a Box Mattresses, Full Memory Foam Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, King Bed in a Box Mattresses, King Memory Foam Mattresses, made in usa, mattress, Mattress Sale, Memory Foam, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Queen Bed in a Box Mattresses, Queen Size Mattress Sale, rating-5, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Memory Foam Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Memory Foam"
diamond-dreamstage-2-0-collection-clarity-medium-cool-copper-gel-memory-foam-13-mattress,"Diamond Dreamstage 2.0 Collection Clarity Medium Cool Copper Gel Memory Foam 13"" Mattress",51,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | King Memory Foam Mattresses | mattress | Medium California King Hybrid Mattresses | Medium Diamond Mattresses | Medium Full Size Mattresses | Medium King Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Memory Foam Twin Size Mattresses  ;;  Foam Mattress | Full Memory Foam Mattresses | Medium Memory Foam Mattresses | Medium Twin Foam Mattresses | Memory Foam Mattresses | Twin XL Memory Foam Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam | Memory Foam Queen Mattresses  ;;  Medium | Medium Mattresses  ;;  Size_Twin | Size_Twin XL,"Brand_Diamond, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Foam Mattress, Full Bed in a Box Mattresses, Full Memory Foam Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, King Memory Foam Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Diamond Mattresses, Medium Full Size Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Memory Foam Mattresses, Medium Queen Size Mattresses, Medium Twin Foam Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Memory Foam Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Memory Foam"
diamond-dreamstage-2-0-collection-clarity-plush-cool-copper-gel-memory-foam-13-mattress,"Diamond Dreamstage 2.0 Collection Clarity Plush Cool Copper Gel Memory Foam 13"" Mattress",51,yes,Brand_Diamond | Diamond  ;;  Diamond California King Size Mattresses | Diamond Full Size Mattresses | Diamond King Mattresses | Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | King Memory Foam Mattresses | mattress | Medium Full Size Mattresses | Memory Foam Twin Size Mattresses | Plush California King Size Mattresses | Plush Full Size Mattresses | Plush King Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Foam Mattress | Full Memory Foam Mattresses | Medium Twin Foam Mattresses | Memory Foam Mattresses | Plush Memory Foam Mattresses | Plush Queen Memory Foam Mattresses | Plush Twin XL Memory Foam Mattresses | Twin XL Memory Foam Mattresses  ;;  Full Size Mattress Sale | Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Gel Memory Foam | Memory Foam | Memory Foam Queen Mattresses  ;;  Plush | Plush Mattresses | Plush Queen Mattresses  ;;  Size_Twin | Size_Twin XL,"Brand_Diamond, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Foam Mattress, Full Memory Foam Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, King Memory Foam Mattresses, made in usa, mattress, Mattress Sale, Medium Full Size Mattresses, Medium Twin Foam Mattresses, Memory Foam, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush King Mattresses, Plush Mattresses, Plush Memory Foam Mattresses, Plush Queen Mattresses, Plush Queen Memory Foam Mattresses, Plush Twin Size Mattresses, Plush Twin XL Memory Foam Mattresses, Plush Twin XL Size Mattresses, Queen Size Mattress Sale, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Twin, Size_Twin XL, Twin Size Mattress Sale, Twin XL Memory Foam Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Memory Foam"
diamond-dreamstage-2-0-collection-clarity-plush-hybrid-cool-copper-gel-memory-foam-14-mattress-copy,"Diamond Dreamstage 2.0 Collection Clarity Plush Hybrid Cool Copper Gel Memory Foam 14"" Mattress",70,yes,Brand_Diamond | Diamond  ;;  California King Innerspring Mattresses | Diamond California King Size Mattresses | Diamond Innerspring Mattresses | Diamond King Innerspring Mattresses | Diamond King Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Plush California King Size Mattresses | Plush Innerspring Mattresses | Plush King Mattresses | Twin XL Innerspring Mattresses  ;;  Diamond Full Size Mattresses | Diamond Hybrid Mattresses | Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Full Memory Foam Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | Memory Foam Twin Size Mattresses | Plush Full Size Mattresses | Plush Twin Size Mattresses | Plush Twin XL Size Mattresses  ;;  Gel Memory Foam | Memory Foam Mattresses | Memory Foam Queen Mattresses | Plush Memory Foam Mattresses | Plush Queen Memory Foam Mattresses | Plush Twin XL Memory Foam Mattresses | Twin XL Memory Foam Mattresses  ;;  Hybrid | Hybrid Mattresses | Plush Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Plush | Plush Mattresses | Plush Queen Mattresses  ;;  Size_Twin | Size_Twin XL,"All, Brand_Diamond, California King Innerspring Mattresses, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond Hybrid Mattresses, Diamond Innerspring Mattresses, Diamond King Innerspring Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Feature_Adjustable Friendly, Full Innerspring Mattresses, Full Memory Foam Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, made in usa, mattress, Mattress Sale, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Plush, Plush California King Size Mattresses, Plush Full Size Mattresses, Plush Hybrid Mattresses, Plush Innerspring Mattresses, Plush King Mattresses, Plush Mattresses, Plush Memory Foam Mattresses, Plush Queen Mattresses, Plush Queen Memory Foam Mattresses, Plush Twin Size Mattresses, Plush Twin XL Memory Foam Mattresses, Plush Twin XL Size Mattresses, popular, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Split King, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Memory Foam"
diamond-dreamstage-2-0-collection-clarity-medium-hybrid-cool-copper-gel-memory-foam-12-mattress-copy,"Diamond Dreamstage 2.0 Collection Clarity Medium Hybrid Cool Copper Gel Memory Foam 14"" Mattress",67,yes,Brand_Diamond | Diamond  ;;  California King Innerspring Mattresses | Diamond California King Size Mattresses | Diamond Innerspring Mattresses | Diamond King Innerspring Mattresses | Diamond King Mattresses | Full Innerspring Mattresses | Innerspring Mattresses | Innerspring Queen Size Mattresses | Innerspring Twin Size Mattresses | King Hybrid Mattresses | King Innerspring Mattresses | King Memory Foam Mattresses | mattress | Medium California King Hybrid Mattresses | Medium King Size Mattresses | Twin XL Innerspring Mattresses  ;;  Diamond Full Size Mattresses | Diamond Hybrid Mattresses | Diamond Mattresses | Diamond Memory Foam Mattresses | Diamond Queen Mattresses | Diamond Twin Size Mattresses | Diamond Twin XL Size Mattresses | Full Memory Foam Mattresses | Full Size Mattress Sale | Hybrid Queen Size Mattresses | Medium Diamond Mattresses | Medium Full Size Mattresses | Medium Queen Size Mattresses | Medium Twin Size Mattresses | Medium Twin XL Size Mattresses | Memory Foam Twin Size Mattresses  ;;  Gel Memory Foam | Memory Foam Mattresses | Memory Foam Queen Mattresses | Twin XL Memory Foam Mattresses  ;;  Hybrid | Hybrid Mattresses | Medium Hybrid Mattresses | Twin Hybrid Mattresses | Twin XL Hybrid Mattresses  ;;  Mattress Sale | Queen Size Mattress Sale | Twin Size Mattress Sale | Twin XL Size Mattress Sale  ;;  Medium | Medium Mattresses  ;;  Size_Twin | Size_Twin XL,"All, best selling, Brand_Diamond, California King Innerspring Mattresses, CertiPUR-US, Diamond, Diamond California King Size Mattresses, Diamond Full Size Mattresses, Diamond Hybrid Mattresses, Diamond Innerspring Mattresses, Diamond King Innerspring Mattresses, Diamond King Mattresses, Diamond Mattresses, Diamond Memory Foam Mattresses, Diamond Queen Mattresses, Diamond Twin Size Mattresses, Diamond Twin XL Size Mattresses, Feature_Adjustable Friendly, Full Innerspring Mattresses, Full Memory Foam Mattresses, Full Size Mattress Sale, Gel Memory Foam, height-12-14, Hybrid, Hybrid Mattresses, Hybrid Queen Size Mattresses, Innerspring Mattresses, Innerspring Queen Size Mattresses, Innerspring Twin Size Mattresses, King Hybrid Mattresses, King Innerspring Mattresses, King Memory Foam Mattresses, made in usa, mattress, Mattress Sale, Medium, Medium California King Hybrid Mattresses, Medium Diamond Mattresses, Medium Full Size Mattresses, Medium Hybrid Mattresses, Medium King Size Mattresses, Medium Mattresses, Medium Queen Size Mattresses, Medium Twin Size Mattresses, Medium Twin XL Size Mattresses, Memory Foam Mattresses, Memory Foam Queen Mattresses, Memory Foam Twin Size Mattresses, Non-Toxic, Queen Size Mattress Sale, rating-5, Side, Size_CA King, Size_Full, Size_King, Size_Queen, Size_Split King, Size_Twin, Size_Twin XL, Twin Hybrid Mattresses, Twin Size Mattress Sale, Twin XL Hybrid Mattresses, Twin XL Innerspring Mattresses, Twin XL Memory Foam Mattresses, Twin XL Size Mattress Sale, Type_Gel Foam, Type_Memory Foam"
